Facility.Id,FRS.Id,Facility.Name,City,State,Primary.NAICS.Code,Year,Industry.Type,Sector,Unit.Name,Fuel.Type,Specific.Fuel.Type,Other.Fuel.Name,Blend.Fuel.Name,Methane.emissions,Nitrous.Oxide.emissions
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2014,"C,W",Petroleum and Natural Gas Systems,GP- Turbine Dom Fuel Gas,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,EU014 Cooper-Bessemer No.1,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.25,0.298
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,EU015 Cooper-Bessemer No.2,Natural Gas,Natural Gas (Weighted U.S. Average),,,1.5,1.788
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,EU016 Cooper-Bessemer No.3,Natural Gas,Natural Gas (Weighted U.S. Average),,,2,2.384
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,EU017 Cooper-Bessemer No.4,Natural Gas,Natural Gas (Weighted U.S. Average),,,4.75,5.662
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,EU018 Cooper-Bessemer No.5,Natural Gas,Natural Gas (Weighted U.S. Average),,,6.25,7.45
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,EU24LINEHEATER,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,EU36LINEHTR1,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,EU36LINEHTR2,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.5,0.596
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,EUTURBINE1-1,Natural Gas,Natural Gas (Weighted U.S. Average),,,11.75,14.006
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,EUUNIONGASHTRN,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,EUUNIONGASHTRS,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.25,0.298
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,GP- Auxillary Bldg,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.25,0.298
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,GP- De-hy Asst/Pilot Fuel Bldg Htr,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.25,0.298
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,GP- De-hy Re-Boiler/Stripping Gas,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,GP- GMVC Bldg Htr & Gen,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,GP- Propane Refrig Plt/Fuel Gas,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.25,0.298
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2013,"C,W",Petroleum and Natural Gas Systems,GP- Turbine Dom Fuel Gas,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,EU014 Cooper-Bessemer No.1,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.5,0.596
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,EU015 Cooper-Bessemer No.2,Natural Gas,Natural Gas (Weighted U.S. Average),,,1.25,1.49
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,EU016 Cooper-Bessemer No.3,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.75,0.894
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,EU017 Cooper-Bessemer No.4,Natural Gas,Natural Gas (Weighted U.S. Average),,,5,5.96
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,EU018 Cooper-Bessemer No.5,Natural Gas,Natural Gas (Weighted U.S. Average),,,3.75,4.47
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,EU24LINEHEATER,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,EU36LINEHTR1,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,EU36LINEHTR2,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.25,0.298
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,EUTURBINE1-1,Natural Gas,Natural Gas (Weighted U.S. Average),,,9.25,11.026
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,EUUNIONGASHTRN,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,EUUNIONGASHTRS,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,GP- Auxillary Bldg,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,GP- De-hy Asst/Pilot Fuel Bldg Htr,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.25,0.298
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,GP- De-hy Re-Boiler/Stripping Gas,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,GP- GMVC Bldg Htr & Gen,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,GP- Propane Refrig Plt/Fuel Gas,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.25,0.298
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2012,"C,W",Petroleum and Natural Gas Systems,GP- Turbine Dom Fuel Gas,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,EU014 Cooper-Bessemer No.1,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.75,0.894
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,EU015 Cooper-Bessemer No.2,Natural Gas,Natural Gas (Weighted U.S. Average),,,1.5,1.788
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,EU016 Cooper-Bessemer No.3,Natural Gas,Natural Gas (Weighted U.S. Average),,,2,2.384
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,EU017 Cooper-Bessemer No.4,Natural Gas,Natural Gas (Weighted U.S. Average),,,2.25,2.682
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,EU018 Cooper-Bessemer No.5,Natural Gas,Natural Gas (Weighted U.S. Average),,,3.5,4.172
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,EU24LINEHEATER,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.25,0.298
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,EU36LINEHTR1,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,EU36LINEHTR2,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.25,0.298
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,EUTURBINE1-1,Natural Gas,Natural Gas (Weighted U.S. Average),,,13.5,16.092
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,EUUNIONGASHTRN,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,EUUNIONGASHTRS,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,GP- Auxillary Bldg,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,GP- De-hy Asst/Pilot Fuel Bldg Htr,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.25,0.298
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,GP- De-hy Re-Boiler/Stripping Gas,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.25,0.298
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,GP- GMVC Bldg Htr & Gen,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,GP- Propane Refrig Plt/Fuel Gas,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.25,0.298
1004564,1.10E+11,Belle River Compressor Station,E china twp,MI,221210,2011,"C,W",Petroleum and Natural Gas Systems,GP- Turbine Dom Fuel Gas,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2021,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EULK29,Natural Gas,Natural Gas (Weighted U.S. Average),,,34.75,0
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2021,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Natural Gas,Natural Gas (Weighted U.S. Average),,,4.75,5.662
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2021,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Other,spent liquor solids,,,355,935.124
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2021,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Petroleum Products,Residual Fuel Oil No. 6,,,9,21.456
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2020,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EULK29,Natural Gas,Natural Gas (Weighted U.S. Average),,,37.25,0
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2020,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Natural Gas,Natural Gas (Weighted U.S. Average),,,4.75,5.662
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2020,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Other,spent liquor solids,,,350.25,922.608
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2020,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Petroleum Products,Residual Fuel Oil No. 6,,,7.75,18.774
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2019,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EULK29,Natural Gas,Natural Gas (Weighted U.S. Average),,,14,16.688
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2019,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2019,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Other,spent liquor solids,,,350.25,922.608
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2019,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Petroleum Products,Residual Fuel Oil No. 6,,,6,14.304
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2018,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EULK29,Natural Gas,Natural Gas (Weighted U.S. Average),,,14.25,16.986
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2018,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Natural Gas,Natural Gas (Weighted U.S. Average),,,4.5,5.364
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2018,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Other,spent liquor solids,,,369.5,973.864
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2018,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Petroleum Products,Residual Fuel Oil No. 6,,,4,9.536
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2017,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EULK29,Natural Gas,Natural Gas (Weighted U.S. Average),,,15,17.88
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2017,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Natural Gas,Natural Gas (Weighted U.S. Average),,,4.75,5.662
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2017,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Other,spent liquor solids,,,380.5,1002.77
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2017,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Petroleum Products,Residual Fuel Oil No. 6,,,4.5,10.43
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2016,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EULK29,Natural Gas,Natural Gas (Weighted U.S. Average),,,38,0
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2016,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Natural Gas,Natural Gas (Weighted U.S. Average),,,4.25,5.066
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2016,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Other,spent liquor solids,,,377.5,994.724
1003320,1.10E+11,Billerud Escanaba LLC,Escanaba,MI,322121,2016,"AA,C,PP,TT","Pulp and Paper, Suppliers of CO2, Waste",EURF15,Petroleum Products,Residual Fuel Oil No. 6,,,4.5,10.43
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322120,2022,"AA,C,TT","Pulp and Paper, Waste",GP- Natural Gas Fired Units,Natural Gas,Natural Gas (Weighted U.S. Average),,,4.5,5.364
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322120,2022,"AA,C,TT","Pulp and Paper, Waste",GP- Propane Unit Heaters,Petroleum Products,Propane,,,0,0
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322120,2022,"AA,C,TT","Pulp and Paper, Waste",Lime Kiln,Natural Gas,Natural Gas (Weighted U.S. Average),,,50.25,0
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322120,2022,"AA,C,TT","Pulp and Paper, Waste",Package Boiler,Natural Gas,Natural Gas (Weighted U.S. Average),,,11.5,13.708
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322120,2022,"AA,C,TT","Pulp and Paper, Waste",Recovery Boiler,Natural Gas,Natural Gas (Weighted U.S. Average),,,2.25,2.682
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322120,2022,"AA,C,TT","Pulp and Paper, Waste",Recovery Boiler,Other,spent liquor solids,,,341.5,899.662
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322120,2022,"AA,C,TT","Pulp and Paper, Waste",Waste Fuel Boiler,Coal,Bituminous,,,1,1.49
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322120,2022,"AA,C,TT","Pulp and Paper, Waste",Waste Fuel Boiler,Natural Gas,Natural Gas (Weighted U.S. Average),,,2.5,2.98
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322120,2022,"AA,C,TT","Pulp and Paper, Waste",Waste Fuel Boiler,Other,Wood and Wood Residuals (dry basis),,,638.75,3807.248
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2021,"AA,C,TT","Pulp and Paper, Waste",GP- Natural Gas Fired Units,Natural Gas,Natural Gas (Weighted U.S. Average),,,4.5,5.364
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2021,"AA,C,TT","Pulp and Paper, Waste",GP- Propane Unit Heaters,Petroleum Products,Propane,,,0,0
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2021,"AA,C,TT","Pulp and Paper, Waste",Lime Kiln,Natural Gas,Natural Gas (Weighted U.S. Average),,,53.75,0
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2021,"AA,C,TT","Pulp and Paper, Waste",Package Boiler,Natural Gas,Natural Gas (Weighted U.S. Average),,,4.75,5.662
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2021,"AA,C,TT","Pulp and Paper, Waste",Recovery Boiler,Natural Gas,Natural Gas (Weighted U.S. Average),,,1.25,1.49
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2021,"AA,C,TT","Pulp and Paper, Waste",Recovery Boiler,Other,spent liquor solids,,,375.25,988.466
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2021,"AA,C,TT","Pulp and Paper, Waste",Waste Fuel Boiler,Coal,Bituminous,,,2,3.576
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2021,"AA,C,TT","Pulp and Paper, Waste",Waste Fuel Boiler,Natural Gas,Natural Gas (Weighted U.S. Average),,,2,2.384
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2021,"AA,C,TT","Pulp and Paper, Waste",Waste Fuel Boiler,Other,Wood and Wood Residuals (dry basis),,,729.5,4347.522
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2020,"AA,C,TT","Pulp and Paper, Waste",Lime Kiln,Natural Gas,Natural Gas (Weighted U.S. Average),,,52.75,0
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2020,"AA,C,TT","Pulp and Paper, Waste",Recovery Boiler,Natural Gas,Natural Gas (Weighted U.S. Average),,,3,3.576
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2020,"AA,C,TT","Pulp and Paper, Waste",Recovery Boiler,Other,spent liquor solids,,,339.25,893.702
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2019,"AA,C,TT","Pulp and Paper, Waste",Lime Kiln,Natural Gas,Natural Gas (Weighted U.S. Average),,,55.25,0
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2019,"AA,C,TT","Pulp and Paper, Waste",Recovery Boiler,Natural Gas,Natural Gas (Weighted U.S. Average),,,1.5,1.788
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2019,"AA,C,TT","Pulp and Paper, Waste",Recovery Boiler,Other,spent liquor solids,,,371.5,978.632
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2018,"AA,C,TT","Pulp and Paper, Waste",Lime Kiln,Natural Gas,Natural Gas (Weighted U.S. Average),,,55.75,0
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2018,"AA,C,TT","Pulp and Paper, Waste",Recovery Boiler,Natural Gas,Natural Gas (Weighted U.S. Average),,,1.5,1.788
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2018,"AA,C,TT","Pulp and Paper, Waste",Recovery Boiler,Other,spent liquor solids,,,366.5,965.818
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2017,"AA,C,TT","Pulp and Paper, Waste",Lime Kiln,Natural Gas,Natural Gas (Weighted U.S. Average),,,55,0
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2017,"AA,C,TT","Pulp and Paper, Waste",Recovery Boiler,Natural Gas,Natural Gas (Weighted U.S. Average),,,1.75,2.086
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2017,"AA,C,TT","Pulp and Paper, Waste",Recovery Boiler,Other,spent liquor solids,,,376.75,992.936
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2016,"AA,C,TT","Pulp and Paper, Waste",Lime Kiln,Natural Gas,Natural Gas (Weighted U.S. Average),,,57.5,0
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2016,"AA,C,TT","Pulp and Paper, Waste",Recovery Boiler,Natural Gas,Natural Gas (Weighted U.S. Average),,,1,1.192
1001892,1.10E+11,Billerud Quinnesec LLC,Quinnesec,MI,322121,2016,"AA,C,TT","Pulp and Paper, Waste",Recovery Boiler,Other,spent liquor solids,,,372.5,981.314
1002252,1.10E+11,BOLP - BASIN 305 PROCESSING,Traverse city,MI,211111,2017,"C,W",Petroleum and Natural Gas Systems,GP-Wilderness CO2 Plant Compressors,Natural Gas,Natural Gas (Weighted U.S. Average),,,9.75,11.622
1002252,1.10E+11,BOLP - BASIN 305 PROCESSING,Traverse city,MI,211111,2015,"C,W",Petroleum and Natural Gas Systems,GP-Wilderness CO2 Plant Compressors,Natural Gas,Natural Gas (Weighted U.S. Average),,,8.25,9.834
1002252,1.10E+11,BOLP - BASIN 305 PROCESSING,Traverse city,MI,211111,2014,"C,W",Petroleum and Natural Gas Systems,GP-Wilderness CO2 Plant Compressors,Natural Gas,Natural Gas (Weighted U.S. Average),,,0.75,0.894
1002252,1.10E+11,BOLP - BASIN 305 PROCESSING,Traverse city,MI,211111,2013,"C,W",Petroleum and Natural Gas Systems,GP-Wilderness CO2 Plant Compressors,Natural Gas,Natural Gas (Weighted U.S. Average),,,12.5,29.8
1002252,1.10E+11,BOLP - BASIN 305 PROCESSING,Traverse city,MI,211111,2012,"C,W",Petroleum and Natural Gas Systems,GP-Plant Engines,Natural Gas,Natural Gas (Weighted U.S. Average),,,15,29.8
1002252,1.10E+11,BOLP - BASIN 305 PROCESSING,Traverse city,MI,211111,2011,"C,W",Petroleum and Natural Gas Systems,GP-Plant Engines,Natural Gas,Natural Gas (Weighted U.S. Average),,,15,29.8
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2022,"C,HH",Waste,GP-Building Furnaces,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2022,"C,HH",Waste,GP-Maintenance Heaters,Petroleum Products,Propane,,,0,0.298
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2021,"C,HH",Waste,GP-Building Furnaces,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2021,"C,HH",Waste,GP-Maintenance Heaters,Petroleum Products,Propane,,,0,0
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2020,"C,HH",Waste,GP-Building Furnaces,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2020,"C,HH",Waste,GP-Maintenance Heaters,Petroleum Products,Propane,,,0,0.298
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2019,"C,HH",Waste,GP-Building Furnaces,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2019,"C,HH",Waste,GP-Maintenance Heaters,Petroleum Products,Propane,,,0,0.298
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2018,"C,HH",Waste,GP-Building Furnaces,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2018,"C,HH",Waste,GP-Maintenance Heaters,Petroleum Products,Propane,,,0,0.298
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2017,"C,HH",Waste,GP-Building Furnaces,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2017,"C,HH",Waste,GP-Maintenance Heaters,Petroleum Products,Propane,,,0,0.298
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2016,"C,HH",Waste,GP-Building Furnaces,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2016,"C,HH",Waste,GP-Maintenance Heaters,Petroleum Products,Propane,,,0,0.298
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2015,"C,HH",Waste,GP-Building Furnaces,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2015,"C,HH",Waste,GP-Maintenance Heaters,Petroleum Products,Propane,,,0,0.298
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2014,"C,HH",Waste,GP-Building Furnaces,Natural Gas,Natural Gas (Weighted U.S. Average),,,0,0
1002489,1.10E+11,BRENT RUN LANDFILL,Montrose,MI,562212,2014,"C,HH",Waste,GP-Maintenance Heaters,Petroleum Products,Propane Gas,,,0,0.298
